ROI1,ROI2,ROI3,ROI4,ROI5,ROI6,ROI7,ROI8,ROI9,ROI10,ROI11,ROI12,ROI13,ROI14,ROI15,ROI16,ROI17,ROI18,ROI19,ROI20,ROI21,ROI22,ROI23,ROI24,ROI25,ROI26,ROI27,ROI28,ROI29,ROI30,ROI31,ROI32,ROI33,ROI34,ROI35,ROI36,ROI37,ROI38,ROI39,ROI40,ROI41,ROI42,ROI43,ROI44,ROI45,ROI46,ROI47,ROI48,ROI49,ROI50,ROI51,ROI52,ROI53,ROI54,ROI55,ROI56,ROI57,ROI58,ROI59,ROI60,ROI61,ROI62,ROI63,ROI64,ROI65,ROI66,ROI67,ROI68,ROI69,ROI70,ROI71,ROI72,ROI73,ROI74,ROI75,ROI76,ROI77,ROI78,ROI79,ROI80,ROI81,ROI82,ROI83,ROI84,ROI85,ROI86,ROI87,ROI88,ROI89,ROI90,ROI91,ROI92,ROI93,ROI94,ROI95,ROI96,ROI97,ROI98,ROI99,ROI100
0.29609155,0.296974014,0.052204214,0.177732947,0.219715393,0.481738279,0.274302703,0.40444776,0.228986908,0.54365758,0.013417426,0.462483593,0.245333424,0.142792623,-0.016099114,0.229419485,0.217865435,0.516687433,-0.012480877,0.023136512,-0.071872904,-0.05708506,-0.101799245,0.3376158,0.26898545,0.022109071,0.283549429,0.123175548,0.210092235,-0.117440441,0.452489414,0.467912699,0.337398932,0.08010744,0.362814128,-0.016778288,0.414295424,-0.064159493,0.139994852,0.1548083,0.157544681,0.068303039,0.184004816,0.116208669,-0.076782072,0.062351334,0.154440383,0.512496887,0.283722241,0.055653719,-0.007769869,0.257376326,0.350674793,-0.128027454,0.163766116,0.102556244,0.138764587,-0.086547386,0.085890014,-0.184085084,0.042489179,-0.002424172,0.081535322,0.392214944,0.414460554,0.359454015,0.174333631,0.218294554,0.152949159,0.579348262,0.049561497,0.376604282,0.191495894,0.462566645,0.385840081,0.460098345,0.010148343,0.20338856,0.475383698,0.050884479,-0.097117787,0.238965912,0.508679294,0.054715928,-0.109546208,0.129804273,0.000151306,0.2669735,0.296308425,0.311612708,0.208184645,0.156334279,0.189962424,0.308329392,-0.10956387,0.267200985,0.216843564,0.100697088,0.340111346,0.395550613
0.156004402,0.047146342,0.181226611,0.160268283,0.155707699,0.321778354,0.44470178,0.496370192,0.128495227,0.243149622,0.121552374,0.503969552,0.165542232,0.23736767,0.166649678,0.201141813,0.1491445,0.19653542,0.221182516,0.178391457,0.245182769,0.141128457,0.023470717,0.055575187,-0.091552048,0.084119428,0.217824049,0.040365378,0.380382742,0.242239215,0.27138306,0.038032406,0.112591388,-0.103965433,-0.143234343,0.300619649,0.400431892,0.201441227,0.213214674,0.180424694,-0.103622892,0.159016362,0.078182914,0.193092328,0.144276432,0.020894509,0.141694923,0.205586096,0.098501291,0.109103427,0.014262898,0.148721945,0.023850854,0.286650299,0.054700625,0.138446793,0.247574252,-0.140981476,0.190486965,-0.063995067,0.063493555,0.331045154,0.152889241,0.046638172,0.373081892,0.085320184,0.226928484,0.126409794,0.246193644,0.431677801,-0.140247469,0.176397265,0.133972395,0.298025152,-0.053577039,0.449509142,0.311351065,0.039053893,0.538883766,0.173621437,0.004726387,0.37198641,0.206922603,0.010575999,0.0333477,0.084600693,0.189206858,0.298393077,0.022553527,0.125359088,0.11989582,0.077998235,0.106312624,0.10419729,0.113718371,-0.122550031,0.269509969,0.068339956,0.143522961,0.042803322
0.304942336,0.129675226,0.106439647,0.041975267,0.081206147,0.142854581,0.183247297,0.432761304,0.191941447,0.368810931,0.292252776,0.487098049,0.299020681,0.272648264,-0.031672695,0.320018002,0.009059194,0.286632229,0.152135506,-0.012745648,0.042976564,-0.082203748,0.055162791,0.264462177,0.015363808,-0.171570196,0.097497157,-0.042110359,0.289990445,0.103215786,0.322829712,0.371017029,0.147465926,0.010153857,0.154020679,0.220837036,0.200564823,-0.090556877,0.023244347,0.125634213,-0.043057799,0.020284877,0.20028777,-0.08185401,-0.009996197,0.23402681,0.088052592,0.304964796,0.151964853,0.037515827,0.247113945,0.142149269,0.177707419,-0.033546105,0.21928465,0.168258855,0.102036431,0.04539849,0.15961918,-0.133460373,-0.004589576,0.289248028,0.06545474,0.349205819,0.219470865,0.217136374,0.266377322,0.224846535,0.097020815,0.543062719,0.095809421,0.129217981,0.155683513,0.350523225,0.034688908,0.264208778,0.249553052,0.025891315,0.438491443,0.040903877,0.00036466,0.283394422,0.320785108,0.085344916,0.115264981,0.022118442,0.198004378,0.270450551,-0.094148613,0.069271728,0.115178948,0.290749723,0.376998191,0.071038896,0.029402291,0.1582563,0.206465278,0.176163143,0.11101942,0.187432236
0.084568763,-0.016010842,0.38734482,-0.160157157,0.00279363,0.408305714,0.363774396,0.341812656,0.121685103,0.383163251,0.117857764,0.441092911,0.092003854,0.091813907,-0.055218099,0.20998947,-0.107289353,0.25040622,0.260559302,0.273303165,0.197435552,0.03108052,0.195461279,0.105085194,-0.06363191,0.19230722,0.121131041,0.341581418,0.086932484,0.329511527,0.267513764,0.311694492,0.057043812,0.089918827,0.114444759,0.325162671,0.323997435,0.28850707,0.147582957,0.224851927,-0.098605095,0.298604559,0.124261037,0.314920712,0.192682335,0.293923297,-0.04433867,0.395488243,0.124371588,0.223990058,-0.159004637,0.062276235,0.211417112,0.041236109,0.100433096,-0.085471555,0.072345294,0.131349611,0.075096846,0.289104356,-0.151906168,0.213399346,0.081011826,0.181225821,0.35086661,0.14648369,0.141588874,0.078456157,0.3057475,0.470801403,-0.108744988,0.252960595,0.116114727,0.256312552,0.164134937,0.325188233,0.119476871,0.275813479,0.389574919,0.239339305,-0.038968159,0.048811776,0.324334974,0.084959906,0.111538279,0.003465615,-0.014097966,0.335003519,0.24604433,0.264363462,0.060376409,0.208520877,0.003705416,0.138658753,0.361145797,0.075854326,0.055324341,0.247925911,0.156648015,-0.024871851
0.195266504,0.171514476,0.219950788,0.030638831,0.176447208,0.10790429,-0.056122939,0.115138528,-0.127456599,0.216943195,0.238702603,0.408801951,0.059647812,0.234629092,0.022186492,0.105899364,0.03666916,0.159102615,-0.008882865,0.248423831,0.324366188,-0.005540739,0.383373171,0.065629006,0.042481677,0.191544008,0.112512953,0.057635315,0.035620702,0.086690146,0.066017676,0.11618909,0.102772959,0.27944592,0.268991069,0.237762418,0.103850301,0.186506897,0.175184517,0.274201215,0.087963655,0.081803246,0.195581128,0.11707261,0.166480407,0.116409356,0.082023583,0.235887522,0.012076684,0.065984937,0.204236722,0.27748734,0.037470657,0.197523698,0.214813873,0.304789367,0.069638048,0.160007601,0.039132709,0.136365279,0.196384481,0.203845212,0.236010435,0.08304114,0.222776452,0.215088696,0.004229957,0.230946122,0.218242224,0.349472783,0.222280372,0.043307919,-0.030598671,0.052669486,0.190745125,0.211891803,0.207382859,0.022190843,0.087356597,0.27277631,0.100900865,-0.119434599,0.09855435,0.152529314,0.29850346,0.138118255,0.23054688,0.20782152,0.137670725,0.010964181,0.034989675,0.107107547,0.208333185,0.028915203,0.186507249,0.161487896,-0.002143098,0.102697319,0.201936667,0.229158701
0.240169142,0.111086099,0.245314627,-0.167017189,0.132747179,0.082396956,0.163449609,0.349232445,-0.063889367,0.279203044,0.270986748,0.297644005,0.100562514,0.190970232,-0.081618692,0.146224342,-0.171222372,0.388026731,0.118173682,0.303211064,0.082805713,-0.210701389,0.345265241,0.168373071,-0.095004838,0.118694245,-0.020965485,0.175318167,0.194020108,0.026076072,0.271189423,0.189338974,0.012653692,0.110920266,0.035854834,0.274300415,0.036594243,0.148110229,0.201108765,0.201106508,-0.169477696,0.173982584,0.276046572,0.196071547,0.110903464,0.090571874,-0.077978507,0.189152107,-0.280388878,0.313867146,0.076416963,0.220874015,0.166448199,0.184420751,0.044743673,0.105414239,-0.049506726,0.022057214,-0.060025801,0.30115651,0.119791467,0.407250592,0.038709444,0.178010895,0.135801248,0.244221919,0.038490772,0.184804062,0.124361623,0.295588711,-0.039824139,-0.111231542,-0.116157373,0.078210995,0.388355158,0.164316176,0.354807208,0.243744345,0.167042598,0.317773546,-0.160632948,-0.280845367,0.214751082,0.067176191,0.001159059,0.294252411,0.18035824,0.181830068,0.03917536,0.027118494,0.248061484,0.232290822,0.100494705,0.117266914,0.179098639,0.343561328,0.06915552,0.025212764,0.380671356,0.074967569
0.03211079,-0.116567538,0.048185837,0.011157672,0.048128367,-0.032920247,-0.030882666,0.16934948,-0.046843784,-0.034872641,-0.027423654,0.093779574,-0.105888539,-0.011459888,-0.120910325,-0.083575548,-0.076684726,0.118403363,-0.131229084,0.116082178,-0.064686502,-0.1466432,0.075353373,0.012778239,-0.071248892,-0.052559577,-0.021722939,0.062003094,0.029310861,0.030835764,-0.124705602,0.060625744,-0.006952188,0.085316872,-0.069475321,0.016844853,-0.02234472,0.026199308,0.111326864,-0.138680178,-0.167204839,0.027522333,0.083536225,0.015270651,0.128533587,0.006339274,-0.246181333,0.078437923,-0.062113901,-0.140441352,-0.030088931,0.151164304,0.00142973,-0.055168561,0.053869628,-0.006112299,-0.229775144,0.116122471,0.076791908,-0.115163045,-0.033765479,-0.019718339,-0.002540584,0.026284632,-0.063710212,0.01174677,0.111437644,0.059313434,0.073262224,0.086021301,-0.146006415,0.02068757,0.065963847,-0.074155462,-0.025687457,-0.114005023,-0.114447842,-0.025813596,0.16192221,-0.084316111,-0.112400517,-0.249867699,0.012680641,0.00542813,0.103383924,0.012101116,-0.012803891,0.100485853,-0.163887248,-0.035604321,0.198405001,0.003189852,-0.027774138,-0.102076921,0.007815631,0.06558834,-0.135639918,0.189665723,0.053888723,-0.136960222
0.049078249,0.148245116,-0.102788583,0.284432362,0.042360324,0.296404026,0.028974927,-0.002197907,-0.222745933,0.210503134,-0.072310189,0.18689712,-0.051101985,-0.071643243,0.209325326,0.076777299,0.249237632,0.16693632,-0.062941074,-0.264110825,-0.077568031,0.166510897,-0.04494207,0.233260076,0.229471039,-0.057691345,0.220935973,-0.059196392,-0.151609024,-0.174047969,0.335722489,0.300087878,0.287833463,0.14455724,0.201545053,-0.136735847,0.249459789,-0.036160961,0.001057964,-0.257251559,0.328250821,-0.22738792,0.046455525,-0.188630721,-0.136477714,0.062540085,0.314608553,0.206330026,0.269653863,-0.070433681,-0.030569515,-0.120989808,0.151123482,0.123745012,-0.033469779,-0.01885961,0.219241409,0.208831498,-0.123932443,-0.082593005,-0.107149331,0.020672703,0.008734111,0.060574661,0.222265457,0.211389655,-0.25129649,-0.069174464,-0.242066641,0.343470036,0.103500816,0.139258182,0.166964685,0.226216989,0.28565209,0.289087803,-0.095218121,-0.078501845,0.177350766,-0.075066819,0.285763891,0.033591645,0.29295133,0.023725949,-0.095415479,0.211963025,0.003332109,0.211479268,-0.130139662,0.336304303,-0.021161395,0.103545852,0.112471895,0.207321231,-0.043952404,0.1759438,0.004165966,-0.148996217,0.17756071,0.201041432
0.372375204,0.1148958,0.116708331,0.189369329,0.238602009,0.4588356,0.396750395,0.344910242,0.008414256,0.359340881,0.194126833,0.302935777,0.100242121,0.304746263,-0.006212617,0.100031413,0.218298521,0.489293375,0.023235795,0.123414418,0.25038453,0.058162355,-0.021932366,0.37252158,0.165141387,-0.034748705,0.246625705,0.128467648,0.05279006,0.099636464,0.250130073,0.212096794,-0.125538575,0.235973652,0.159608748,0.1608145,0.539709642,0.080809374,0.182705886,0.180619591,-0.067177815,0.020688155,0.16536794,0.041142487,0.076200404,0.263638393,0.069376523,0.379746612,0.121692554,0.04924032,-0.020807295,-0.023836732,0.390201715,0.024678341,0.28037656,0.151666736,0.068604967,0.036647826,-0.071606142,0.037240904,0.239341251,0.193507525,0.200451427,0.195139472,0.38831171,0.131634786,0.20365586,0.140582516,0.011488107,0.362064978,-0.017077548,0.445556617,-0.109786972,0.26157213,0.234176587,0.349308975,0.19629117,0.230107884,0.403526394,0.018239965,0.010175739,0.008581824,0.340936376,0.108422256,0.19255414,0.145104846,0.247620951,0.501184515,0.017881836,0.378435776,0.157913128,0.072366339,0.352525955,0.216419959,0.221850261,-0.2256408,0.102320024,0.224212647,0.384240498,0.187979026
0.261648958,0.205909598,0.171164909,-0.041451867,0.264372558,0.314854066,0.410009459,0.386618502,-0.040034198,0.283068452,0.11639978,0.426030497,0.200330743,0.130604293,0.038421791,0.372228039,0.008548945,0.237434643,0.392578762,0.089064591,0.193759499,0.107442872,0.345354598,0.285924856,-0.207536278,0.213620601,0.23215958,0.167476546,0.303189441,-0.023129193,0.271162649,0.260729191,0.246743267,0.246973799,0.380969655,0.144452731,0.384286281,0.171038452,0.288725549,0.118738365,0.015628377,-0.127313441,0.251804963,0.035437176,0.34454603,0.260664722,0.146804249,0.304232108,0.182719097,0.135373119,-0.068582129,0.274369926,0.216729472,0.037736424,0.140831309,0.019510188,0.171006141,0.213193254,0.209056666,0.195230676,0.195323543,0.106245935,0.239540087,0.087386512,0.279626911,0.262515326,0.039026417,0.069396425,-0.029257581,0.383747508,-0.013498184,0.082383269,0.145041425,0.147508062,0.218005882,0.301262886,0.224117786,0.12275828,0.3209437,0.21134582,0.006005151,0.280385492,0.188533361,0.046386336,0.159022741,0.113139586,0.042152423,0.289690036,0.042687096,0.141155718,-0.006858818,0.096874772,0.042921662,0.348525995,0.239779447,0.341205942,0.197393366,0.200505776,0.340809241,0.223666317
